Seagate 2TB BarraCuda ST2000DM008 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,256,20.2,NA,2,무게 : 최대 490g,67300
Toshiba 10TB X300 HDWR11A (SATA3/7200/256M),Toshiba,HDD (PC용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26.1,34,2,DSA / 충격 감지센서 / 램프로딩 기술,510000
Toshiba 8TB MN05ACA800 (SATA3/7200/128M),Toshiba,HDD (NAS용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,128,26.1,33/35,3,RV센서 / DSA / SED / 저전력 / MTTF: 1000000시간 / 무게: 770g,317000
Toshiba 1TB DT01ABA100V (SATA3/5700/64M),Toshiba,HDD (CCTV용),8.9cm (3.5형),1,SATA3(6Gb/s),5700,64,26,19/22,3,저전력 / 무게: 424g,48900
Seagate 2TB Mobile HDD ST2000LM007 (SATA3/5400/128M/노트북용),Seagate,HDD (노트북용),2TB,NA,SATA3(6Gb/s),5400,128,7,NA,NA,NA,122390
Western Digital WD 10TB Red Pro WD101KFBX (SATA3/7200/256M),Western,HDD (NAS용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26.1,20/29,5,저전력 / NASware3.0 / 650g,556000
HGST 2TB Ultrastar 7K2 HUS722T2TALA604 (SATA3/7200/128M),HGST,HDD (기업용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,128,26,NA,5,MTBF: 2000000시간 / 무게: 640g,150000
Seagate 3TB Video ST3000VM002 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),3,SATA3(6Gb/s),5900,64,26.1,NA,NA,저전력,115000
Seagate 12TB BarraCuda Pro ST12000DM0007 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),12,SATA3(6Gb/s),7200,256,26.11,28/32,5,헬륨충전 / 다층캐싱기술 / 무게: 최대 705g,644000
Seagate 6TB IronWolf ST6000VN0033 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,256,26.11,27/28,3,무게: 최대 780g,247000
Seagate 500GB Video ST3500312CS (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),0.5,SATA3(6Gb/s),5900,64,20,NA,NA,저전력,65000
Seagate 1TB IronWolf ST1000VN002 (SATA3/5900/64M),Seagate,HDD (NAS용),1TB,NA,SATA3(6Gb/s),5900,64,20,21/23,3,무게: 최대 415g,74500
Toshiba 6TB MC04ACA600 (SATA3/7200RPM/128M),Toshiba,HDD (NAS용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / 저전력 / RAID지원 / NASServerCloud 시스템에 최적화/ 24BAY지원,229000
HGST 1TB Travelstar 5K1000 HTS541010A9E680 (SATA3/5400/8M/노트북용),HGST,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,8,9.5,24/26,NA,NA,55160
HGST 3TB HUA723030ALA640 (SATA3/7200/64M/해외구매),HGST,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,NA,NA,NA,NA,75280
Seagate 2TB FireCuda SSHD ST2000DX002 (SATA3/7200/64M),Seagate,SSHD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26.1,24/26,5,낸드: MLC(8GB),197990
HGST 4TB Deskstar NAS HDN726040ALE614 패키지 (SATA3/7200/128M/4PACK),HGST,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 100만 MTBF / TFC / RAID 지원,659200
HGST 4TB Deskstar HDS724040ALE640 (SATA3/7200/64M),HGST,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,64,26.1,NA,2,DAS 사용 지원 / 서버 스토리지 지원 / RAID 지원 / 빅데이터 서버 지원 / 영상편집스토리지 사용 지원,224510
Toshiba 3TB DT01ABA300V (SATA3/5940/64M),Toshiba,HDD (CCTV용),8.9cm (3.5형),3,SATA3(6Gb/s),5940,64,26.1,24/25,3,저전력 / 무게: 675g,93200
Toshiba 3TB MC04ACA300 (SATA3/7200RPM/128M),Toshiba,HDD (NAS용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / 저전력 / RAID지원 / NASServerCloud 시스템에 최적화/ 24BAY지원,137500
Seagate 3TB SkyHawk HDD ST3000VX010 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),3,SATA3(6Gb/s),5900,64,26.1,23/25,3,무게: 최대 610g,101893
HGST 6TB Ultrastar He8 HUH728060ALE600(SATA3/7200/128M),HGST,HDD (PC용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,NA,5,RV센서 / 저전력 / MTBF: 2500000시간,353000
HGST 10TB Ultrastar He10 HUH721010ALE600 (SATA3/7200/256M),HGST,HDD (기업용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26,NA,5,헬륨충전 / ISE / SED / MTBF : 2500000시간 / 무게: 660g,507000
Toshiba 4TB MG04ACA400 Enterprise (SATA3/7200/128M),Toshiba,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26.1,31/34,5,RV센서 / DSA / MTTF: 140만시간 / RAID / 최대 60베이 / 550TB 워크로드 / 파워 손실 보호(PLP) / 기록방식: PMR(CMR),192000
Seagate 2TB SkyHawk HDD ST2000VX008 (SATA3/5900/64M),Seagate,HDD (CCTV용),8.9cm (3.5형),2,SATA3(6Gb/s),5900,64,26.1,19/21,3,무게: 최대 610g,75269
Seagate 8TB BarraCuda Pro ST8000DM0004 (SATA3/7200/256M),Seagate,HDD (PC용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26,28/32,5,무게: 최대 650g,419880
Western Digital WD 500GB BLUE WD5000AAKX (SATA3/7200/16M),Western,HDD (PC용),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,16,25.4,29/30,NA,NA,40800
Seagate 12TB IronWolf Pro ST12000NE0007 (SATA3/7200/256M),Seagate,HDD (NAS용),8.9cm (3.5형),12,SATA3(6Gb/s),7200,256,26.11,28/32,5,헬륨충전 / RV센서 / IHM솔루션 / AgileArray 지원 / 4K 최적화 / 최대 16베이 / 무게: 최대 705g,649000
Western Digital WD 3TB PURPLE WD30PURX (SATA3/5400/64M),Western,HDD (CCTV용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,64,26,NA,3,저전력 / 무게: 640g,101000
Seagate 10TB SkyHawk HDD ST10000VX0004 (SATA3/7200/256M),Seagate,HDD (CCTV용),8.9cm (3.5형),10,SATA3(6Gb/s),7200,256,26,28/32,3,헬륨충전 / 무게: 최대 650g,389355
HGST 2TB HUA722020ALA330 (SATA2/7200/해외구매),HGST,HDD (PC용),8.9cm (3.5형),2,SATA2(3Gb/s),7200,NA,NA,NA,NA,NA,50880
HGST 6TB Deskstar NAS HDN726060ALE614 패키지 (SATA3/7200/128M/2PACK),HGST,HDD (NAS용),6TB,NA,SATA3(6Gb/s),7200,128,26.1,NA,3,RV센서 / DSA / S.M.A.R.T 지원 / ISE / SED / 100만 MTBF / TFC / RAID 지원,468700
HP 600GB 581286-B21 (SA-SCSI/10K),HP,HDD (기업용),6.4cm (2.5형),0.6,SA-SCSI(6Gb/s),10000,NA,16,NA,NA,SFF / Dual Port,334500
Seagate 8TB Enterprise Capacity ST8000NM0206 (SATA3/7200/256M),Seagate,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,28/32,5,헬륨충전 / 저전력 / Non-SED / 포맷(AF): 512E,550000
Toshiba 12TB MG07ACA12T Enterprise (SATA3/7200/256M),Toshiba,HDD (기업용),8.9cm (3.5형),12,SATA3(6Gb/s),7200,256,26.1,NA,5,헬륨충전 / RV센서 / DSA / MTTF: 250만시간 / RAID / 최대 60베이 / 550TB 워크로드 / 파워 손실 보호(PLP) / 기록방식: PMR(CMR),619000
Seagate 2TB ST2000NX0243 (SATA3/7200/128M/해외구매),Seagate,HDD (노트북용),6.4cm (2.5형),2,SATA3(6Gb/s),7200,128,NA,NA,NA,NA,392990
Sebap 500GB Amigos SM1050RS RP (SATA3/7200/32M/리퍼비시),Sebap,HDD (리퍼비시),8.9cm (3.5형),0.5,SATA3(6Gb/s),7200,32,26.1,NA,2,Recovery Package,42860
Toshiba 8TB MD06ACA800V (SATA3/7200/256M),Toshiba,HDD (CCTV용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,NA,NA,NA,NA,329000
MARSHAL 320GB MAL2320SA-T54 (SATA/5400/8M/노트북용/리퍼비시),MARSHAL,HDD (노트북용),6.4cm (2.5형),0.32,NA,5400,8,9,NA,NA,SATA(버전 확인 요망) / 크기 : 100 x 70 x 9mm,29590
Western Digital WD 1TB RE4 WD1003FBYX (SATA2/7200/64M/해외구매),Western,HDD (기업용),8.9cm (3.5형),1,SATA2(3Gb/s),7200,64,NA,NA,NA,NA,66060
Western Digital WD 3TB Red WD30EFRX (SATA3/64M/해외구매),Western,HDD (NAS용),8.9cm (3.5형),3,SATA3(6Gb/s),NA,64,NA,NA,NA,NA,160530
삼성전자 500GB SpinPoint M8 HN-M500MBB (SATA2/5400/8M/노트북용/해외구매),삼성전자,HDD (노트북용),6.4cm (2.5형),0.5,SATA2(3Gb/s),5400,8,NA,NA,NA,NA,44640
Western Digital WD 1TB MOBILE BLUE WD10SPCX(SATA3/5400/16M/노트북용),Western,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,16,7,NA,2,NA,174840
Western Digital WD 3TB BLUE WD30EZRZ (SATA3/5400/64M/해외구매),Western,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,64,NA,NA,NA,NA,111270
Seagate 2TB ST2000NX0273 (SAS/7200/128M/해외구매),Seagate,HDD (기업용),6.4cm (2.5형),2,NA,7200,128,NA,NA,NA,SA-SCSI,404220
Seagate 1TB Constellation2 ST91000640SS (SAS/7200/64/해외구매),Seagate,HDD (PC용),6.4cm (2.5형),1,SATA3(6Gb/s),7200,64,NA,NA,NA,NA,133090
Seagate 4TB Surveillance ST4000VX000 HDD (SATA3/5900/64M/해외구매),Seagate,HDD (CCTV용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,NA,NA,NA,RV센서 / RAID지원 / 보안 감시 전용 드라이브 / NVR 시스템의 최적화,143000
Seagate 2TB Momentus ST2000LM003 (SATA3/5400/32M/노트북용/해외구매),Seagate,HDD (노트북용),6.4cm (2.5형),2,SATA3(6Gb/s),5400,32,NA,NA,NA,NA,148700
Toshiba 8TB MG06ACA800 Enterprise (SATA3/7200/256M),Toshiba,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,NA,5,RV센서 / DSA / MTTF: 250만시간 / RAID / 최대 60베이 / 550TB 워크로드 / 파워 손실 보호(PLP) / 기록방식: PMR(CMR),439000
Toshiba 6TB X300 HDWE160 (SATA3/7200/128M/해외구매),Toshiba,HDD (PC용),8.9cm (3.5형),6,SATA3(6Gb/s),7200,128,26.1,NA,NA,DSA,206040
크로바하이텍 1.5TB UTANIA MM9T6SS (SATA3/5400/32M/노트북용/리퍼비시),크로바하이텍,HDD (노트북용),6.4cm (2.5형),1.5,SATA3(6Gb/s),5400,32,NA,NA,1,저전력 / 무게 : 130g,59000
IBM 600GB 2.5 HDD (SAS/10K/해외구매),IBM,HDD (기업용),6.4cm (2.5형),0.6,NA,10000,NA,NA,NA,NA,SA-SCSI,227000
Western Digital WD 250GB Caviar SE WD2500JB (EIDE/7200/8M/해외구매),Western,HDD (PC용),8.9cm (3.5형),0.25,NA,7200,NA,NA,NA,NA,E-IDE / 8MB,43300
Toshiba 2TB DT01ACA200 (SATA3/7200/64M/해외구매),Toshiba,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,NA,NA,NA,680g,113960
삼성전자 250GB Spinpoint F3 HD253GI/DOM (SATA2/5400/16M/리퍼비시),삼성전자,HDD (PC용),8.9cm (3.5형),0.25,SATA2(3Gb/s),5400,16,NA,NA,NA,NA,26630
Toshiba 60GB MK6028GAL (4200/2M/노트북용/해외구매),Toshiba,HDD (노트북용),4.6cm (1.8형),0.06,NA,4200,NA,NA,NA,NA,ZIF타입 / 2MB,62580
Western Digital WD 80GB Scorpio Blue WD800BEVE (EIDE/5400/8M/노트북용/해외구매),Western,HDD (노트북용),6.4cm (2.5형),0.08,NA,5400,NA,NA,NA,NA,E-IDE / 8MB,49700
Western Digital WD 160GB Caviar Blue WD1600AAJS (SATA2/7200/8M/해외구매),Western,HDD (PC용),8.9cm (3.5형),0.16,SATA2(3Gb/s),7200,NA,NA,NA,NA,8MB,17850
Seagate 300GB Enterprise Performance ST300MP0106 (SAS/15K/256M),Seagate,HDD (기업용),6.4cm (2.5형),0.3,SA-SCSI(12Gb/s),15000,256,15,NA,5,eMLC 32GB,281000
Toshiba 3TB P300 HDWD130 (SATA3/7200/64M/해외구매),Toshiba,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,26.1,NA,NA,DSA,109800
Toshiba 750GB MQ01ABD075 (SATA2/5400/8M/해외구매),Toshiba,HDD (노트북용),6.4cm (2.5형),0.75,SATA2(3Gb/s),5400,8,NA,NA,NA,NA,85400
IBM 146GB 42D0632 (SAS/10K),IBM,HDD (기업용),6.4cm (2.5형),NA,SA-SCSI(6Gb/s),10000,NA,NA,NA,NA,SFF / Slim-HS,285000
HP 2TB 507632-B21 (SATA2/7200),HP,HDD (기업용),8.9cm (3.5형),2,SATA2(3Gb/s),7200,NA,26.4,NA,NA,LFF,400000
삼성전자 320GB Spinpoint M7E HM321HI/DOM (SATA2/5400/8M/노트북용),삼성전자,HDD (노트북용),6.4cm (2.5형),0.32,SATA2(3Gb/s),5400,NA,9.5,NA,NA,8MB,80250
Seagate 900GB Enterprise Performance ST900MP0146 (SAS/15K/256M),Seagate,HDD (기업용),6.4cm (2.5형),0.9,SA-SCSI(12Gb/s),15000,256,15,NA,5,eMLC 32GB,458000
MARSHAL 500GB MAL2500SA-T72L (SATA/7200/8M/노트북용/리퍼비시),MARSHAL,HDD (노트북용),6.4cm (2.5형),0.5,NA,7200,8,7,NA,1,SATA (버전 확인 요망) / 크기: 100 x 70 x 7mm,32020
MARSHAL 500GB MAL3500SA-T72 (SATA/7200/32M/리퍼비시),MARSHAL,HDD (PC용),8.9cm (3.5형),0.5,NA,7200,32,NA,NA,1,SATA (버전 확인 요망) / 크기: 145 x 100 x 24mm,33510
Seagate 1TB ST1000NX0333 (SAS/7200/128M/해외구매),Seagate,HDD (기업용),6.4cm (2.5형),1,NA,7200,128,NA,NA,NA,SA-SCSI,215640
Seagate 1TB ST1000NX0313 (7200/128M/해외구매),Seagate,HDD (노트북용),6.4cm (2.5형),1,NA,7200,128,NA,NA,NA,NA,157990
Seagate 300GB Savvio 10K.3 ST9300603SS (SA-SCSI/10K/16M/해외구매),Seagate,HDD (기업용),6.4cm (2.5형),0.3,SA-SCSI(6Gb/s),10000,NA,NA,NA,NA,16MB,108390
Western Digital WD 1TB VelociRaptor WD1000DHTZ (SATA3/10K/64M/해외구매),Western,HDD (기업용),8.9cm (3.5형),1,SATA3(6Gb/s),10000,64,NA,NA,NA,NA,311590
Toshiba 1TB MQ01ABD100 (SATA2/5400/8M/노트북용/해외구매),Toshiba,HDD (노트북용),6.4cm (2.5형),1,SATA2(3Gb/s),5400,8,NA,NA,NA,117g,79370
삼성전자 1TB SpinPoint M8 HN-M101MBB (SATA2/5400/8M/노트북용/해외구매),삼성전자,HDD (노트북용),6.4cm (2.5형),1,SATA2(3Gb/s),5400,8,NA,NA,NA,NA,113720
Fujitsu 73GB MAU3073NC (SCSI/15K/80p),Fujitsu,HDD (기업용),8.9cm (3.5형),0.074,NA,15000,NA,25.4,NA,NA,SCSI,300000
Seagate 3TB BarraCuda ST3000DM007 (SATA3/5400/256M/해외구매),Seagate,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),5400,256,20.2,22/24,NA,다층캐싱(MTC) / 무게: 490g,108440
MARSHAL 320GB MAL2320SA-T72L (SATA/7200/8M/노트북용/리퍼비시),MARSHAL,HDD (노트북용),6.4cm (2.5형),0.32,NA,7200,8,7,NA,1,SATA (버전 확인 요망) / 크기: 100 x 70 x 7mm,30910
MARSHAL 5TB MAL35000SA-T72 (SATA3/7200/64M/리퍼비시),MARSHAL,HDD (PC용),8.9cm (3.5형),5,SATA3(6Gb/s),7200,64,NA,NA,1,크기: 145 x 100 x 24mm,171680
Western Digital WD 1TB WDBH2D0010HNC (SATA3/7200/64M/해외구매),Western,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,NA,NA,NA,NA,60000
Toshiba 600GB MBF2600RC (SAS/10K/16M/해외구매),Toshiba,HDD (기업용),6.4cm (2.5형),0.6,NA,10000,16,NA,NA,NA,SA-SCSI,209000
Western Digital WD 1TB WD1000CHTZ (SATA3/10K/64M/해외구매),Western,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),10000,64,NA,NA,NA,NA,390100
Seagate 2TB BarraCuda ST2000LM015 (SATA3/5400/128M/노트북용/해외구매),Seagate,HDD (노트북용),6.4cm (2.5형),2,SATA3(6Gb/s),5400,128,7,NA,NA,NA,100550
삼성전자 2TB HD204UI (SATA2/5400/32M/해외구매),삼성전자,HDD (PC용),8.9cm (3.5형),2,SATA2(3Gb/s),5400,32,NA,NA,NA,NA,206240
Seagate 146GB ST3146707LC (SCSI/10K/해외구매),Seagate,HDD (PC용),8.9cm (3.5형),0.146,NA,10000,NA,NA,NA,NA,NA,127010
Western Digital WD 2TB Green WD20NPVX (SATA3/8M/해외구매),Western,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),NA,8,NA,NA,NA,NA,220600
Seagate 500GB Laptop Thin SSHD ST500LM000 (SATA3/5400/64M/노트북용/해외구매),Seagate,SSHD (노트북용),6.4cm (2.5형),0.5,SATA3(6Gb/s),5400,64,NA,NA,NA,SSD 8GB(MLC) 포함 / 95g,75750
Seagate 4TB Constellation ES.3 ST4000NM0033 (SATA3/7200/128M/해외구매),Seagate,HDD (기업용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,NA,NA,NA,NA,280700
삼성전자 160GB Spinpoint S166 HD161HJ (SATA2/7200/8M/비품),삼성전자,HDD (PC용),8.9cm (3.5형),0.16,SATA2(3Gb/s),7200,NA,NA,NA,NA,8MB,51000
Seagate 8TB Enterprise Capacity ST8000NM0055 (SATA3/7200/256M/해외구매),Seagate,HDD (기업용),8.9cm (3.5형),8,SATA3(6Gb/s),7200,256,26.1,NA,NA,Non-SED / 포맷(AF): 512E,440890
Seagate 4TB BarraCuda ST4000DM005 (SATA3/5900/64M/해외구매),Seagate,HDD (PC용),8.9cm (3.5형),4,SATA3(6Gb/s),5900,64,NA,NA,NA,크기: 최대 101.6 x 146.99 x 20.17mm / 무게: 최대 610g,172940
Western Digital WD 250GB WD2500JS (SATA2/7200/8M/해외구매),Western,HDD (PC용),8.9cm (3.5형),0.25,SATA2(3Gb/s),7200,8,NA,NA,NA,NA,30000
Western Digital WD 320GB WD3200AAJB (PATA100/7200/8M/해외구매),Western,HDD (PC용),8.9cm (3.5형),0.32,NA,7200,8,NA,NA,NA,PATA100,82940
Seagate 1TB ST1000NX0303 (SATA3/7200/128M/해외구매),Seagate,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),7200,128,NA,NA,NA,NA,218820
Seagate 146GB ST3146807FC (SCSI/10K/해외구매),Seagate,HDD (기업용),8.9cm (3.5형),NA,NA,10000,NA,NA,NA,NA,SCSI,74200
Seagate 500GB Pipeline HD ST3500414CS (SATA2/5900/8M/해외구매),Seagate,HDD (PC용),8.9cm (3.5형),0.5,SATA2(3Gb/s),5900,NA,NA,NA,NA,8MB / 저전력,25500
Toshiba 3TB DT01ACA300 (SATA3/7200/64M/해외구매),Toshiba,HDD (PC용),8.9cm (3.5형),3,SATA3(6Gb/s),7200,64,NA,NA,NA,680g,112860
Seagate 8TB Archive HDD ST8000AS0002 (SATA/5900/128/해외구매),Seagate,HDD (기업용),8TB,NA,SATA3(6Gb/s),5900,128,NA,NA,NA,크기 :8.7 x 5.9 x 1.9mm,374600
Seagate 450GB Cheetah 15K.7 ST3450857SS (SA-SCSI/15K/16M/해외구매),Seagate,HDD (기업용),8.9cm (3.5형),NA,NA,15000,NA,NA,NA,NA,SA-SCSI / 16MB,65070
Western Digital WD 1TB Caviar Black WD1002FAEX (SATA3/7200/64M/해외구매),Western,HDD (PC용),8.9cm (3.5형),1,SATA3(6Gb/s),7200,64,NA,NA,NA,NA,98250
Fujitsu 100GB MHV2100AH (EIDE/5400/8M/노트북용),Fujitsu,HDD (노트북용),6.4cm (2.5형),0.1,NA,5400,NA,9.5,NA,NA,E-IDE / 8MB,86850
삼성전자 160GB Spinpoint M5 HM160HC/DOM (EIDE/5400/8M/노트북용),삼성전자,HDD (노트북용),6.4cm (2.5형),0.16,NA,5400,NA,9.5,NA,NA,E-IDE / 8MB,117580
Western Digital WD 4TB Red Pro WD4002FFWX (SATA3/128M/해외구매),Western,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,128,26,NA,NA,무게: 720g / 8~16베이 NAS솔루션용 스토리지,375000
Western Digital WD 2TB Red Pro WD2002FFSX (SATA3/7200/64M/해외구매),Western,HDD (NAS용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,26,NA,NA,무게: 700g / 8~16베이 NAS솔루션용 스토리지,156390
Seagate 300GB ST300MP0005 (SAS/15K/128M/해외구매),Seagate,HDD (기업용),6.4cm (2.5형),0.3,NA,15000,128,NA,NA,NA,SA-SCSI,281000
Western Digital WD 600GB WD6000BLHX (SATA3/10K/32M/해외구매),Western,HDD (기업용),6.4cm (2.5형),0.6,NA,10000,32,NA,NA,NA,SA-SCSI,253790
Seagate 2TB ST2000NX0263 (SAS/7200/128M/해외구매),Seagate,HDD (기업용),6.4cm (2.5형),2,NA,7200,128,NA,NA,NA,SA-SCSI,559300
Seagate 500GB Momentus 5400.6 ST9500325AS (SATA2/5400/8M/노트북용/해외구매),Seagate,HDD (노트북용),6.4cm (2.5형),0.5,SATA2(3Gb/s),5400,NA,NA,NA,NA,8MB,106590
Western Digital WD 4TB Red Pro WD4001FFSX (SATA3/7200/64M/해외구매),Western,HDD (NAS용),8.9cm (3.5형),4,SATA3(6Gb/s),7200,64,NA,NA,NA,8~16베이 NAS솔루션용 스토리지,605000
Western Digital WD 500GB Caviar Green WD5000AACS (SATA2/16M/해외구매),Western,HDD (PC용),8.9cm (3.5형),0.5,SATA2(3Gb/s),NA,NA,NA,NA,NA,16MB / 저전력,32600
Western Digital WD 1TB Scorpio Blue WD10JPVX (SATA3/5400/8M/노트북용/해외구매),Western,HDD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,8,NA,NA,NA,NA,159500
Seagate 3TB IronWolf ST3000VN007 (SATA3/5900/64M/해외구매),Seagate,HDD (NAS용),3TB,NA,SATA3(6Gb/s),5900,64,26,NA,NA,무게: 최대 610g,133000
크로바하이텍 1TB UTANIA DF104RS (SATA2/32M/리퍼비시),크로바하이텍,HDD (PC용),8.9cm (3.5형),1,SATA2(3Gb/s),NA,32,NA,NA,1,구매전 RPM 반드시 확인 요망,72540
크로바하이텍 320GB UTANIA (SATA2/7200/16M/노트북용/리퍼비시),크로바하이텍,HDD (노트북용),6.4cm (2.5형),0.32,SATA2(3Gb/s),7200,16,NA,NA,1,NA,40730
Toshiba 2TB MG03ACA200 (SATA3/7200/64M/해외구매),Toshiba,HDD (PC용),8.9cm (3.5형),2,SATA3(6Gb/s),7200,64,NA,NA,NA,NA,80630
Seagate 300GB Cheetah ST3300007FC (SCSI/10K/8M/해외구매),Seagate,HDD (기업용),8.9cm (3.5형),0.3,NA,10000,8,NA,NA,NA,SCSI,51900
Western Digital WD 1TB Red WD10JFCX (SATA3/64M/해외구매),Western,HDD (NAS용),6.4cm (2.5형),1,SATA3(6Gb/s),NA,64,NA,NA,NA,NA,141100
Seagate 1TB Laptop SSHD ST1000LM014 (SATA3/5400/64M/노트북용/해외구매),Seagate,SSHD (노트북용),6.4cm (2.5형),1,SATA3(6Gb/s),5400,64,NA,NA,NA,SSD 8GB(MLC) 포함 / 115g,128340
Seagate 250GB BarraCuda 7200.10 ST3250310AS (SATA2/7200/8M/슬림/해외구매),Seagate,HDD (PC용),8.9cm (3.5형),0.25,SATA2(3Gb/s),7200,NA,NA,NA,NA,8MB,62360
